Name;Market ID;Market Name;ISIN;Symbol;CCY;CSD;Type;ADT (EUR);Large In Scale (Local Currency);Live Date;End Date;TrackInsight A-list
RPS GROUP PLC;XLON;London Stock Exchange;GB0007594764;RPSl;GBX;GB;EQ;1.960.077;17.890.600;30. Sep 19;;N
ROLLS-ROYCE HOLDINGS PLC;XLON;London Stock Exchange;GB00B63H8491;RRl;GBX;GB;EQ;490.718.493;58.144.450;30. Sep 19;;N
RSA INSURANCE GROUP PLC;XLON;London Stock Exchange;GB00BKKMKR23;RSAl;GBX;GB;EQ;167.315.203;58.144.450;30. Sep 19;;N
RIVERSTONE ENERGY LTD;XLON;London Stock Exchange;GG00BBHXCL35;RSEl;GBX;GB;EQ;1.090.340;17.890.600;30. Sep 19;;N
ROSSETI PJSC-GDR REGS;XLON;London Stock Exchange;US69343X2071;RSTIl;USD;EB;DR;149;17.175;30. Sep 19;;N
RENISHAW PLC;XLON;London Stock Exchange;GB0007323586;RSWl;GBX;GB;EQ;21.019.585;26.835.900;30. Sep 19;;N
RESTAURANT GROUP PLC;XLON;London Stock Exchange;GB00B0YG1K06;RTNl;GBX;GB;EQ;7.636.390;26.835.900;30. Sep 19;;N
RENTOKIL INITIAL PLC;XLON;London Stock Exchange;GB00B082RF11;RTOl;GBX;GB;EQ;102.816.728;58.144.450;30. Sep 19;;N
ROBERT WALTERS PLC;XLON;London Stock Exchange;GB0008475088;RWAl;GBX;GB;EQ;674.410;8.945.300;30. Sep 19;;N
RENEWI PLC;XLON;London Stock Exchange;GB0007995243;RWIl;GBX;GB;EQ;4.317.840;17.890.600;30. Sep 19;;N
RYANAIR HOLDINGS PLC;XLON;London Stock Exchange;IE00BYTBXV33;RYAl;EUR;GB;EQ;140.691.141;650.000;30. Sep 19;;N
SOUTH32 LTD;XLON;London Stock Exchange;AU000000S320;S32l;GBX;GB;EQ;23.351.478;26.835.900;30. Sep 19;;N
SAFESTORE HOLDINGS PLC;XLON;London Stock Exchange;GB00B1N7Z094;SAFEl;GBX;GB;EQ;7.483.910;26.835.900;30. Sep 19;;N
SAGA PLC;XLON;London Stock Exchange;GB00BLT1Y088;SAGAl;GBX;GB;EQ;29.029.629;35.781.200;30. Sep 19;;N
SCOTTISH AMERICAN INV COMP;XLON;London Stock Exchange;GB0007873697;SAINl;GBX;GB;EQ;478.560;5.367.180;30. Sep 19;;N
SBERBANK PAO -SPONSORED ADR;XLON;London Stock Exchange;US80585Y3080;SBERl;USD;EB;DR;139.676.276;744.250;30. Sep 19;;N
STATE BANK OF INDI-GDR REG S;XLON;London Stock Exchange;US8565522039;SBIDl;USD;EB;DR;2.651.498;229.000;30. Sep 19;;N
SABRE INSURANCE GROUP PLC;XLON;London Stock Exchange;GB00BYWVDP49;SBREl;GBX;GB;EQ;5.243.211;26.835.900;30. Sep 19;;N
SAINSBURY (J) PLC;XLON;London Stock Exchange;GB00B019KW72;SBRYl;GBX;GB;EQ;147.876.049;58.144.450;30. Sep 19;;N
SCHRODER INCOME GROWTH FUND;XLON;London Stock Exchange;GB0007915860;SCFl;GBX;GB;EQ;233.642;5.367.180;30. Sep 19;;N
SCOTTISH INVESTMENT TRUST;XLON;London Stock Exchange;GB0007826091;SCINl;GBX;GB;EQ;1.059.903;17.890.600;30. Sep 19;;N
SCHRODER UK MID CAP FUND PLC;XLON;London Stock Exchange;GB0006108418;SCPl;GBX;GB;EQ;309.098;5.367.180;30. Sep 19;;N
SME CREDIT REALISATION FUND LT;XLON;London Stock Exchange;GG00BYYJCZ96;SCRFl;GBX;GB;EQ;825.055;8.945.300;30. Sep 19;;N
SCS GROUP PLC;XLON;London Stock Exchange;GB00BRF0TJ56;SCSl;GBX;GB;EQ;206.407;5.367.180;30. Sep 19;;N
SOFTCAT PLC;XLON;London Stock Exchange;GB00BYZDVK82;SCTl;GBX;GB;EQ;7.759.956;26.835.900;30. Sep 19;;N
SDL PLC;XLON;London Stock Exchange;GB0009376368;SDLl;GBX;GB;EQ;755.340;8.945.300;30. Sep 19;;N
SCHRODER ASIA PACIFIC-ORD;XLON;London Stock Exchange;GB0007918872;SDPl;GBX;GB;EQ;1.257.311;17.890.600;30. Sep 19;;N
SCHRODERS PLC-NON VOTING;XLON;London Stock Exchange;GB0002395811;SDRCl;GBX;GB;EQ;3.047.977;17.890.600;30. Sep 19;;N
SCHRODERS PLC;XLON;London Stock Exchange;GB0002405495;SDRl;GBX;GB;EQ;69.903.299;44.726.500;30. Sep 19;;N
SUPERDRY PLC;XLON;London Stock Exchange;GB00B60BD277;SDRYl;GBX;GB;EQ;13.896.880;26.835.900;10. Okt 19;;N
SPEEDY HIRE PLC;XLON;London Stock Exchange;GB0000163088;SDYl;GBX;GB;EQ;690.199;8.945.300;30. Sep 19;;N
STRATEGIC EQUITY CAPITAL PLC;XLON;London Stock Exchange;GB00B0BDCB21;SECl;GBX;GB;EQ;319.524;5.367.180;30. Sep 19;;N
SDCL ENERGY EFFICIENCY INCOM;XLON;London Stock Exchange;GB00BGHVZM47;SEITl;GBX;GB;EQ;147.262;5.367.180;24. Apr 19;;N
SEQUOIA ECONOMIC INFRASTRUCT;XLON;London Stock Exchange;GG00BV54HY67;SEQIl;GBX;GB;EQ;1.874.992;17.890.600;30. Sep 19;;N
SCHRODER EUROPEAN REAL ESTAT;XLON;London Stock Exchange;GB00BY7R8K77;SEREl;GBX;GB;EQ;1.460.110;17.890.600;30. Sep 19;;N
ETFS SHORT EUR LONG USD-USD;XLON;London Stock Exchange;JE00B68GSM94;SEUPl;GBX;GB;CU;70.151;8.050.770;03. Jul 19;;N
ETFS SHORT EUR LONG USD-USD;XLON;London Stock Exchange;JE00B68GSM94;SEURl;USD;GB;CU;70.151;103.050;03. Jul 19;;N
SEVERFIELD PLC;XLON;London Stock Exchange;GB00B27YGJ97;SFRl;GBX;GB;EQ;316.624;5.367.180;30. Sep 19;;N
ETFS SHORT GBP LONG USD;XLON;London Stock Exchange;JE00B68GRJ90;SGBPl;USD;GB;CU;341.793;103.050;03. Jul 19;;N
ETFS PHYSICAL SWISS GOLD;XLON;London Stock Exchange;JE00B588CD74;SGBSl;USD;GB;CO;1.356.998;103.050;03. Jul 19;;N
STAGECOACH GROUP PLC;XLON;London Stock Exchange;GB00B6YTLS95;SGCl;GBX;GB;EQ;5.963.849;26.835.900;30. Sep 19;;N
SAGE GROUP PLC/THE;XLON;London Stock Exchange;GB00B8C3BL03;SGEl;GBX;GB;EQ;118.003.607;58.144.450;10. Okt 19;;N
SURGUTNEFTEGAS-SP ADR;XLON;London Stock Exchange;US8688612048;SGGDl;USD;EB;DR;4.887.115;229.000;30. Sep 19;;N
INVESCO PHYSICAL GOLD ETC;XLON;London Stock Exchange;IE00B579F325;SGLDl;USD;GB;CO;36.037.476;103.050;09. Jul 19;;N
ISHARES PHYSICAL GOLD ETC;XLON;London Stock Exchange;IE00B4ND3602;SGLNl;GBX;GB;CO;15.509.863;8.050.770;03. Jul 19;;N
INVESCO PHYSICAL GOLD ETC;XLON;London Stock Exchange;IE00B579F325;SGLPl;GBX;GB;CO;36.037.476;8.050.770;03. Jul 19;;N
SEGRO PLC;XLON;London Stock Exchange;GB00B5ZN1N88;SGROl;GBX;GB;EQ;98.961.215;44.726.500;30. Sep 19;;N
SHAFTESBURY PLC;XLON;London Stock Exchange;GB0007990962;SHBl;GBX;GB;EQ;16.027.959;26.835.900;30. Sep 19;;N
SIG PLC;XLON;London Stock Exchange;GB0008025412;SHIl;GBX;GB;EQ;7.558.226;26.835.900;30. Sep 19;;N
SHIRES INCOME PLC;XLON;London Stock Exchange;GB0008052507;SHRSl;GBX;GB;EQ;135.823;5.367.180;30. Sep 19;;N
SANDITON INVESTMENT TRUST PL;XLON;London Stock Exchange;GB00BMPHJ807;SITl;GBX;GB;EQ;68.811;2.683.590;30. Sep 19;;N
SCHRODER JAPAN GROWTH FUND;XLON;London Stock Exchange;GB0008022849;SJGl;GBX;GB;EQ;547.084;8.945.300;30. Sep 19;;N
ETFS SHORT JPY LONG USD;XLON;London Stock Exchange;JE00B68GT596;SJPPl;GBX;GB;CU;97.058;8.050.770;03. Jul 19;;N
ETFS SHORT JPY LONG USD;XLON;London Stock Exchange;JE00B68GT596;SJPYl;USD;GB;CU;97.058;103.050;03. Jul 19;;N
SMURFIT KAPPA GROUP PLC;XLON;London Stock Exchange;IE00B1RR8406;SKGl;GBX;GB;EQ;155.229.176;58.144.450;30. Sep 19;;N
STANDARD LIFE ABERDEEN PLC;XLON;London Stock Exchange;GB00BF8Q6K64;SLAl;GBX;GB;EQ;72.255.805;44.726.500;30. Sep 19;;N
STANDARD LIFE INV PROP INC;XLON;London Stock Exchange;GB0033875286;SLIl;GBX;GB;EQ;773.602;8.945.300;30. Sep 19;;N
STANDARD LIFE PRIVATE EQUITY;XLON;London Stock Exchange;GB0030474687;SLPEl;GBX;GB;EQ;468.650;5.367.180;30. Sep 19;;N
STANDARD LIFE UK SMALLER CO;XLON;London Stock Exchange;GB0002959582;SLSl;GBX;GB;EQ;596.991;8.945.300;30. Sep 19;;N
DS SMITH PLC;XLON;London Stock Exchange;GB0008220112;SMDSl;GBX;GB;EQ;123.735.337;58.144.450;30. Sep 19;;N
TWENTYFOUR SELECT MONTHLY IN;XLON;London Stock Exchange;GG00BJVDZ946;SMIFl;GBX;GB;EQ;399.899;5.367.180;30. Sep 19;;N
SMITHS GROUP PLC;XLON;London Stock Exchange;GB00B1WY2338;SMINl;GBX;GB;EQ;122.654.807;58.144.450;30. Sep 19;;N
ST. MODWEN PROPERTIES PLC;XLON;London Stock Exchange;GB0007291015;SMPl;GBX;GB;EQ;2.919.264;17.890.600;30. Sep 19;;N
SAMSUNG ELECTRO-REGS GDR PFD;XLON;London Stock Exchange;US7960502018;SMSDl;USD;EB;DR;4.815.281;229.000;30. Sep 19;;N
SAMSUNG ELECTR-GDR;XLON;London Stock Exchange;US7960508882;SMSNl;USD;EB;DR;47.638.193;458.000;30. Sep 19;;N
SCOTTISH MORTGAGE INV TR PLC;XLON;London Stock Exchange;GB00BLDYK618;SMTl;GBX;GB;EQ;28.220.481;35.781.200;30. Sep 19;;N
WH SMITH PLC;XLON;London Stock Exchange;GB00B2PDGW16;SMWHl;GBX;GB;EQ;1.145.123.174;58.144.450;10. Okt 19;;N
ETFS 1X DAILY SHORT NATURAL;XLON;London Stock Exchange;JE00B24DKH53;SNGAl;USD;GB;CO;49.589;103.050;03. Jul 19;;N
SOCIETATEA NATIONAL-GDR REGS;XLON;London Stock Exchange;US83367U2050;SNGRl;USD;EB;DR;74.565;34.350;30. Sep 19;;N
SMITH & NEPHEW PLC;XLON;London Stock Exchange;GB0009223206;SNl;GBX;GB;EQ;289.329.633;58.144.450;30. Sep 19;;N
SANNE GROUP PLC;XLON;London Stock Exchange;JE00BVRZ8S85;SNNl;GBX;GB;EQ;6.329.392;26.835.900;30. Sep 19;;N
SENIOR PLC;XLON;London Stock Exchange;GB0007958233;SNRl;GBX;GB;EQ;7.724.073;26.835.900;30. Sep 19;;N
TRIPLE POINT SOCIAL HOUSING;XLON;London Stock Exchange;GB00BF0P7H59;SOHOl;GBX;GB;EQ;1.071.750;17.890.600;30. Sep 19;;N
SCHRODER ORIENTAL INCOME;XLON;London Stock Exchange;GB00B0CRWN59;SOIl;GBX;GB;EQ;725.382;8.945.300;30. Sep 19;;N
ETFS 1X DAILY SHORT WTI CRUD;XLON;London Stock Exchange;JE00B24DK975;SOILl;USD;GB;CO;2.730.424;103.050;03. Jul 19;;N
SOLGOLD PLC;XLON;London Stock Exchange;GB00B0WD0R35;SOLGl;GBX;GB;EQ;856.834;8.945.300;30. Sep 19;;N
SOPHOS GROUP PLC;XLON;London Stock Exchange;GB00BYZFZ918;SOPHl;GBX;GB;EQ;28.603.128;35.781.200;30. Sep 19;;N
SPORTS DIRECT INTERNATIONAL;XLON;London Stock Exchange;GB00B1QH8P22;SPDl;GBX;GB;EQ;26.096.819;35.781.200;30. Sep 19;;N
SPIRE HEALTHCARE GROUP PLC;XLON;London Stock Exchange;GB00BNLPYF73;SPIl;GBX;GB;EQ;17.849.229;26.835.900;30. Sep 19;;N
SPORTECH PLC;XLON;London Stock Exchange;GB00B28ZPV64;SPOl;GBX;GB;EQ;631.719;8.945.300;30. Sep 19;;N
SPIRENT COMMUNICATIONS PLC;XLON;London Stock Exchange;GB0004726096;SPTl;GBX;GB;EQ;2.533.541;17.890.600;30. Sep 19;;N
SPIRAX-SARCO ENGINEERING PLC;XLON;London Stock Exchange;GB00BWFGQN14;SPXl;GBX;GB;EQ;32.631.738;35.781.200;30. Sep 19;;N
SQN ASSET FINANCE INCOME FUN;XLON;London Stock Exchange;GG00BN56JF17;SQNl;GBX;GB;EQ;996.700;8.945.300;30. Sep 19;;N
SQN ASSET FINANCE INCOME-C;XLON;London Stock Exchange;GG00BFXYHJ13;SQNXl;GBX;GB;EQ;424.501;5.367.180;30. Sep 19;;N
SCHRODER REAL ESTATE INVESTM;XLON;London Stock Exchange;GB00B01HM147;SREIl;GBX;GB;EQ;681.839;8.945.300;30. Sep 19;;N
SIRIUS REAL ESTATE LTD;XLON;London Stock Exchange;GG00B1W3VF54;SREl;GBX;GB;EQ;5.298.002;26.835.900;30. Sep 19;;N
SERCO GROUP PLC;XLON;London Stock Exchange;GB0007973794;SRPl;GBX;GB;EQ;17.662.987;26.835.900;30. Sep 19;;N
SISTEMA PJSFC-REG S SPONS GDR;XLON;London Stock Exchange;US48122U2042;SSAl;USD;EB;DR;1.571.893;229.000;30. Sep 19;;N
SSE PLC;XLON;London Stock Exchange;GB0007908733;SSEl;GBX;GB;EQ;375.250.865;58.144.450;30. Sep 19;;N
SMITHSON INVESTMENT TRUST;XLON;London Stock Exchange;GB00BGJWTR88;SSONl;GBX;GB;EQ;7.643.248;26.835.900;30. Sep 19;;N
SSP GROUP PLC;XLON;London Stock Exchange;GB00BGBN7C04;SSPGl;GBX;GB;EQ;3.233.204;17.890.600;18. Apr 19;;N
SCOTTISH ORIENTAL SMALL COS;XLON;London Stock Exchange;GB0007836132;SSTl;GBX;GB;EQ;517.940;8.945.300;30. Sep 19;;N
STANDARD CHARTERED PLC;XLON;London Stock Exchange;GB0004082847;STANl;GBX;GB;EQ;344.967.357;58.144.450;30. Sep 19;;N
SECURE TRUST BANK PLC;XLON;London Stock Exchange;GB00B6TKHP66;STBl;GBX;GB;EQ;280.574;5.367.180;30. Sep 19;;N
STOCK SPIRITS GROUP PLC;XLON;London Stock Exchange;GB00BF5SDZ96;STCKl;GBX;GB;EQ;1.497.713;17.890.600;30. Sep 19;;N
STHREE PLC;XLON;London Stock Exchange;GB00B0KM9T71;STHRl;GBX;GB;EQ;1.214.961;17.890.600;30. Sep 19;;N
ST JAMES'S PLACE PLC;XLON;London Stock Exchange;GB0007669376;STJl;GBX;GB;EQ;93.203.752;44.726.500;30. Sep 19;;N
STOBART GROUP LTD;XLON;London Stock Exchange;GB00B03HDJ73;STOBl;GBX;GB;EQ;2.614.839;17.890.600;30. Sep 19;;N
SECURITIES TRUST OF SCOTLAND;XLON;London Stock Exchange;GB00B09G3N23;STSl;GBX;GB;EQ;231.600;5.367.180;30. Sep 19;;N
STUDIO RETAIL GROUP PLC;XLON;London Stock Exchange;GB00B8B4R053;STUl;GBX;GB;EQ;871.612;8.945.300;30. Sep 19;;N
STV GROUP PLC;XLON;London Stock Exchange;GB00B3CX3644;STVGl;GBX;GB;EQ;1.431.839;17.890.600;30. Sep 19;;N
ETFS FTSE 100 SUPER SHORT ST;XLON;London Stock Exchange;IE00B4QNK008;SUK2l;GBX;GB;TF;2.986.174;89.453.000;30. Sep 19;;N
S & U PLC;XLON;London Stock Exchange;GB0007655037;SUSl;GBX;GB;EQ;110.130;5.367.180;30. Sep 19;;N
SAVILLS PLC;XLON;London Stock Exchange;GB00B135BJ46;SVSl;GBX;GB;EQ;8.629.812;26.835.900;10. Okt 19;;N
SEVERSTAL - GDR REG S;XLON;London Stock Exchange;US8181503025;SVSTl;USD;EB;DR;12.256.764;343.500;30. Sep 19;;N
SEVERN TRENT PLC;XLON;London Stock Exchange;GB00B1FH8J72;SVTl;GBX;GB;EQ;93.129.526;44.726.500;30. Sep 19;;N
STARWOOD EUROPEAN REAL ESTAT;XLON;London Stock Exchange;GG00B79WC100;SWEFl;GBX;GB;EQ;583.278;8.945.300;30. Sep 19;;N
SPECTRIS PLC;XLON;London Stock Exchange;GB0003308607;SXSl;GBX;GB;EQ;51.409.501;44.726.500;30. Sep 19;;N
SIRIUS MINERALS PLC;XLON;London Stock Exchange;GB00B0DG3H29;SXXl;GBX;GB;EQ;11.629.871;26.835.900;30. Sep 19;;N
SYNCONA LTD;XLON;London Stock Exchange;GG00B8P59C08;SYNCl;GBX;GB;EQ;2.016.259;17.890.600;30. Sep 19;;N
SYNTHOMER PLC;XLON;London Stock Exchange;GB0009887422;SYNTl;GBX;GB;EQ;8.500.803;26.835.900;10. Okt 19;;N
TALKTALK TELECOM GROUP;XLON;London Stock Exchange;GB00B4YCDF59;TALKl;GBX;GB;EQ;12.316.313;26.835.900;30. Sep 19;;N
TATE & LYLE PLC;XLON;London Stock Exchange;GB0008754136;TATEl;GBX;GB;EQ;80.840.407;44.726.500;30. Sep 19;;N
TBC BANK GROUP PLC;XLON;London Stock Exchange;GB00BYT18307;TBCGl;GBX;GB;EQ;1.724.626;17.890.600;30. Sep 19;;N
TP ICAP PLC;XLON;London Stock Exchange;GB00B1H0DZ51;TCAPl;GBX;GB;EQ;27.854.094;35.781.200;30. Sep 19;;N
TCS GROUP HOLDING -REG S;XLON;London Stock Exchange;US87238U2033;TCSl;USD;EB;DR;8.994.654;343.500;30. Sep 19;;N
TED BAKER PLC;XLON;London Stock Exchange;GB0001048619;TEDl;GBX;GB;EQ;7.802.991;26.835.900;30. Sep 19;;N
TELECOM EGYPT-GDR REG S;XLON;London Stock Exchange;US87927T2024;TEEGl;USD;EB;DR;396;17.175;30. Sep 19;;N
TEMPLETON EMERGING MARKETS-O;XLON;London Stock Exchange;GB0008829292;TEMl;GBX;GB;EQ;5.072.360;26.835.900;30. Sep 19;;N
TELECOM PLUS PLC;XLON;London Stock Exchange;GB0008794710;TEPl;GBX;GB;EQ;2.817.607;17.890.600;30. Sep 19;;N
TREATT PLC;XLON;London Stock Exchange;GB00BKS7YK08;TETl;GBX;GB;EQ;607.002;8.945.300;30. Sep 19;;N
TWENTYFOUR INCOME FUND LTD;XLON;London Stock Exchange;GG00B90J5Z95;TFIFl;GBX;GB;EQ;1.061.561;17.890.600;30. Sep 19;;N
BLACKROCK THROGMORTON TRUST;XLON;London Stock Exchange;GB0008910555;THRGl;GBX;GB;EQ;833.363;8.945.300;30. Sep 19;;N
TARGET HEALTHCARE REIT PLC;XLON;London Stock Exchange;GB00BJGTLF51;THRLl;GBX;GB;EQ;927.615;8.945.300;12. Aug 19;;N
TI FLUID SYSTEMS PLC;XLON;London Stock Exchange;GB00BYQB9V88;TIFSl;GBX;GB;EQ;3.261.008;17.890.600;30. Sep 19;;N
TROY INCOME & GROWTH TRUST P;XLON;London Stock Exchange;GB0003708665;TIGTl;GBX;GB;EQ;313.958;5.367.180;30. Sep 19;;N
TULLOW OIL PLC;XLON;London Stock Exchange;GB0001500809;TLWl;GBX;GB;EQ;69.474.701;44.726.500;30. Sep 19;;N
TMK PAO-GDR REG S;XLON;London Stock Exchange;US87260R2013;TMKSl;USD;EB;DR;443.672;68.700;30. Sep 19;;N
TEMPLE BAR INVESTMENT TRUST;XLON;London Stock Exchange;GB0008825324;TMPLl;GBX;GB;EQ;1.378.618;17.890.600;30. Sep 19;;N
TOWN CENTRE SECURITIES PLC;XLON;London Stock Exchange;GB0003062816;TOWNl;GBX;GB;EQ;62.919;2.683.590;30. Sep 19;;N
TRAVIS PERKINS PLC;XLON;London Stock Exchange;GB0007739609;TPKl;GBX;GB;EQ;59.462.474;44.726.500;30. Sep 19;;N
THIRD POINT OFFSHORE INV LTD;XLON;London Stock Exchange;GG00B1YQ7219;TPOSl;GBX;GB;EQ;1.573.924;17.890.600;30. Sep 19;;N
THIRD POINT OFFSHORE INV LTD;XLON;London Stock Exchange;GG00B1YQ7219;TPOUl;USD;GB;EQ;1.573.924;229.000;30. Sep 19;;N
TOPPS TILES PLC;XLON;London Stock Exchange;GB00B18P5K83;TPTl;GBX;GB;EQ;355.863;5.367.180;30. Sep 19;;N
CENTER FOR CARGO CONTAINER TRA;XLON;London Stock Exchange;US8935561006;TRCNl;USD;EB;DR;347;17.175;30. Sep 19;;N
TR EUROPEAN GROWTH TRUST PLC;XLON;London Stock Exchange;GB0009066928;TRGl;GBX;GB;EQ;1.094.993;17.890.600;30. Sep 19;;N
RENEWABLES INFRASTRUCTURE GR;XLON;London Stock Exchange;GG00BBHX2H91;TRIGl;GBX;GB;EQ;2.980.912;17.890.600;30. Sep 19;;N
TRIFAST PLC;XLON;London Stock Exchange;GB0008883927;TRIl;GBX;GB;EQ;510.587;8.945.300;30. Sep 19;;N
TRAINLINE PLC;XLON;London Stock Exchange;GB00BKDTK925;TRNl;GBX;GB;EQ;5.437.159;26.835.900;19. Jul 19;;N
SPDR US TREASURY;XLON;London Stock Exchange;IE00B44CND37;TRSYl;USD;EB;TF;1.881.339;1.145.000;30. Sep 19;;Y
TR PROPERTY INVESTMENT TRUST;XLON;London Stock Exchange;GB0009064097;TRYl;GBX;GB;EQ;2.130.350;17.890.600;30. Sep 19;;N
TESCO PLC;XLON;London Stock Exchange;GB0008847096;TSCOl;GBX;GB;EQ;627.335.641;58.144.450;30. Sep 19;;N
TOTAL SA;XLON;London Stock Exchange;FR0000120271;TTAl;EUR;GB;EQ;1.174.323.926;650.000;30. Sep 19;;N
TT ELECTRONICS PLC;XLON;London Stock Exchange;GB0008711763;TTGl;GBX;GB;EQ;780.198;8.945.300;30. Sep 19;;N
TATA STEEL LTD-GDR REG S;XLON;London Stock Exchange;US87656Y4061;TTSTl;USD;EB;DR;413.981;68.700;30. Sep 19;;N
TUI AG-DI;XLON;London Stock Exchange;DE000TUAG000;TUIl;GBX;GB;EQ;133.524.940;58.144.450;30. Sep 19;;N
TAYLOR WIMPEY PLC;XLON;London Stock Exchange;GB0008782301;TWl;GBX;GB;EQ;80.606.637;44.726.500;30. Sep 19;;N
TYMAN PLC;XLON;London Stock Exchange;GB00B29H4253;TYMNl;GBX;GB;EQ;1.613.666;17.890.600;10. Okt 19;;N
U AND I GROUP PLC;XLON;London Stock Exchange;GB0002668464;UAIl;GBX;GB;EQ;705.497;8.945.300;30. Sep 19;;N
URBAN & CIVIC PLC;XLON;London Stock Exchange;GB00BKT04W07;UANCl;GBX;GB;EQ;2.944.390;17.890.600;30. Sep 19;;N
UBS ETF FTSE 100;XLON;London Stock Exchange;LU0136242590;UB03l;GBX;GB;TF;379.687;89.453.000;30. Sep 19;;Y
UDG HEALTHCARE PLC;XLON;London Stock Exchange;IE0033024807;UDGl;GBX;GB;EQ;22.079.574;26.835.900;30. Sep 19;;N
UTILICO EMERGING MARKETS LTD;XLON;London Stock Exchange;GB00BD45S967;UEMl;GBX;GB;EQ;711.514;8.945.300;30. Sep 19;;N
UK COMMERCIAL PROPERTY TRUST;XLON;London Stock Exchange;GB00B19Z2J52;UKCMl;GBX;GB;EQ;2.355.533;17.890.600;30. Sep 19;;N
GREENCOAT UK WIND PLC;XLON;London Stock Exchange;GB00B8SC6K54;UKWl;GBX;GB;EQ;2.958.819;17.890.600;30. Sep 19;;N
ULTRA ELECTRONICS HLDGS PLC;XLON;London Stock Exchange;GB0009123323;ULEl;GBX;GB;EQ;13.988.022;26.835.900;30. Sep 19;;N
UNILEVER PLC;XLON;London Stock Exchange;GB00B10RZP78;ULVRl;GBX;GB;EQ;1.683.708.848;58.144.450;30. Sep 19;;N
UP GLBL SOURCING HOLDINGS PLC;XLON;London Stock Exchange;GB00BYX7MG58;UPGSl;GBX;GB;EQ;181.964;5.367.180;30. Sep 19;;N
LYX ETF IBOXX TRSURE 1-3Y DR;XLON;London Stock Exchange;LU1407887162;US13l;USD;GB;TF;2.730.303;1.145.000;30. Sep 19;;Y
SPDR US AGGREGATE BOND ETF;XLON;London Stock Exchange;IE00B459R192;USAGl;USD;EB;TF;164.745;1.145.000;30. Sep 19;;N
BAILLIE GIFFORD US GROWTH;XLON;London Stock Exchange;GB00BDFGHW41;USAl;GBX;GB;EQ;1.069.503;17.890.600;30. Sep 19;;N
ETFS SHORT GBP LONG USD;XLON;London Stock Exchange;JE00B68GRJ90;USD2l;GBX;GB;CU;341.793;8.050.770;03. Jul 19;;N
UNITE GROUP PLC;XLON;London Stock Exchange;GB0006928617;UTGl;GBX;GB;EQ;18.657.259;26.835.900;10. Okt 19;;N
UNITED UTILITIES GROUP PLC;XLON;London Stock Exchange;GB00B39J2M42;UUl;GBX;GB;EQ;127.087.451;58.144.450;30. Sep 19;;N
VICTREX PLC;XLON;London Stock Exchange;GB0009292243;VCTl;GBX;GB;EQ;26.336.077;35.781.200;30. Sep 19;;N
VANGUARD FTSE JAPAN UCITS;XLON;London Stock Exchange;IE00B95PGT31;VDJPl;USD;GB;TF;14.950.494;1.145.000;30. Sep 19;;Y
VECTURA GROUP PLC;XLON;London Stock Exchange;GB00BKM2MW97;VECl;GBX;GB;EQ;898.383;8.945.300;18. Okt 19;;N
VIETNAM ENTERPRISE INV LTD-C;XLON;London Stock Exchange;KYG9361H1092;VEILl;GBX;GB;EQ;2.020.910;17.890.600;30. Sep 19;;N
VALUE AND INCOME TRUST PLC;XLON;London Stock Exchange;GB0008484718;VINl;GBX;GB;EQ;123.033;5.367.180;30. Sep 19;;N
VOLEX PLC;XLON;London Stock Exchange;GB0009390070;VLXl;GBX;GB;EQ;150.747;5.367.180;30. Sep 19;;N
VODAFONE GROUP PLC;XLON;London Stock Exchange;GB00BH4HKS39;VODl;GBX;GB;EQ;1.476.589.317;58.144.450;30. Sep 19;;N
VINACAPITAL VIETNAM OPPORTUN;XLON;London Stock Exchange;GG00BYXVT888;VOFl;GBX;GB;EQ;2.098.503;17.890.600;30. Sep 19;;N
VP PLC;XLON;London Stock Exchange;GB0009286963;VPl;GBX;GB;EQ;235.689;5.367.180;30. Sep 19;;N
VPC SPECIALTY LENDING INVEST;XLON;London Stock Exchange;GB00BVG6X439;VSLl;GBX;GB;EQ;1.541.759;17.890.600;30. Sep 19;;N
VESUVIUS PLC;XLON;London Stock Exchange;GB00B82YXW83;VSVSl;GBX;GB;EQ;18.127.101;26.835.900;30. Sep 19;;N
VTB BANK JSC -GDR-REG S;XLON;London Stock Exchange;US46630Q2021;VTBRl;USD;EB;DR;4.993.530;229.000;30. Sep 19;;N
VITEC GROUP PLC/THE;XLON;London Stock Exchange;GB0009296665;VTCl;GBX;GB;EQ;1.562.182;17.890.600;30. Sep 19;;N
VANGUARD S&P 500 UCITS ETF;XLON;London Stock Exchange;IE00B3XXRP09;VUSDl;USD;GB;TF;127.911.860;1.145.000;30. Sep 19;;Y
VIVO ENERGY PLC;XLON;London Stock Exchange;GB00BDGT2M75;VVOl;GBX;GB;EQ;20.769.808;26.835.900;30. Sep 19;;N
WEIR GROUP PLC/THE;XLON;London Stock Exchange;GB0009465807;WEIRl;GBX;GB;EQ;145.722.059;58.144.450;10. Okt 19;;N
WOOD GROUP (JOHN) PLC;XLON;London Stock Exchange;GB00B5N0P849;WGl;GBX;GB;EQ;64.799.350;44.726.500;30. Sep 19;;N
WILMINGTON PLC;XLON;London Stock Exchange;GB0009692319;WILl;GBX;GB;EQ;476.755;5.367.180;30. Sep 19;;N
WINCANTON PLC;XLON;London Stock Exchange;GB0030329360;WINl;GBX;GB;EQ;577.736;8.945.300;30. Sep 19;;N
